# h_min,-0.12
# h_max,0.12
# h_step,0.01
# n_min,-1.2
# n_max,1.2
# n_step,0.05
# cutoff,0.05
h_values,-0.12,-0.11,-0.1,-0.09,-0.08,-0.07,-0.06,-0.05,-0.04,-0.03,-0.02,-0.01,0.0,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.1,0.11,0.12
n_values,-1.2,-1.15,-1.1,-1.05,-1.0,-0.95,-0.9,-0.85,-0.8,-0.75,-0.7,-0.65,-0.6,-0.55,-0.5,-0.45,-0.4,-0.35,-0.3,-0.25,-0.2,-0.15,-0.1,-0.05,0.0,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,1.0,1.05,1.1,1.15,1.2
-0.12,4,4,5,5,5,5,6,5,5,5,5,4,4,4,6,7,9,13,14,12,13,15,15,17,17,18,17,17,15,14,14,14,10,8,6,4,3,1,1,1,0,0,1,1,1,1,1,1,1
-0.11,4,5,4,4,5,5,5,5,5,5,5,5,4,4,7,9,11,12,15,13,17,17,17,18,18,18,19,19,17,16,16,13,13,8,6,4,3,2,2,1,0,0,1,1,1,1,1,1,1
-0.1,3,4,6,5,5,5,5,5,5,5,5,5,5,5,6,11,11,14,16,16,17,17,19,20,20,20,19,18,18,16,16,15,13,11,6,3,3,3,2,1,0,0,1,1,1,1,1,1,1
-0.09,4,5,5,5,4,5,5,5,5,5,4,4,5,5,6,10,14,15,15,15,17,18,20,20,21,22,23,22,21,20,18,18,18,13,6,4,3,3,3,2,1,1,2,2,2,2,2,1,1
-0.08,5,5,5,5,4,4,4,4,4,4,4,4,5,5,9,12,14,16,17,18,20,24,27,28,28,28,29,28,28,27,25,24,20,17,13,5,5,4,3,2,2,1,1,2,2,2,2,2,2
-0.07,5,5,5,5,4,4,4,4,4,4,4,5,5,5,8,11,16,19,22,23,24,27,32,33,34,36,36,36,35,32,29,26,24,19,16,10,7,6,4,3,3,2,2,2,3,3,3,2,2
-0.06,3,5,5,5,5,4,4,4,4,4,4,5,5,4,6,15,20,20,22,27,28,33,34,35,37,38,39,39,38,38,34,30,26,22,17,13,10,8,6,4,3,2,2,2,2,3,3,3,3
-0.05,3,4,5,5,4,4,4,4,4,4,4,5,5,4,9,18,19,22,28,31,32,36,38,38,40,40,40,41,39,39,40,37,32,29,22,18,15,11,7,5,5,2,2,2,2,2,2,2,3
-0.04,3,3,4,4,4,4,4,4,4,4,4,5,4,5,8,18,21,25,29,31,35,39,39,40,40,41,42,42,43,40,40,38,37,34,24,18,17,14,9,7,5,4,3,3,2,2,2,2,2
-0.03,3,3,3,4,3,3,3,3,3,3,3,2,3,5,9,15,20,24,29,31,37,37,39,40,41,41,41,42,42,43,41,39,39,33,25,19,18,14,11,9,5,5,3,3,3,2,2,2,2
