temp_allowance,ph_allowance,n,mean_F1,pct_allosteric,fp_pct,tp_rate
2.0,0.1,78,0.43691842041429607,0.6377496166498129,21.993926918430695,0.12031512749453008
2.0,0.2,80,0.4381248203690549,0.6351912929002343,21.95367745250241,0.12213715312299782
2.0,0.3,94,0.43537301431357445,0.6358385629986372,22.183091446999466,0.12390856881457049
2.0,0.4,94,0.43537301431357445,0.6358385629986372,22.183091446999466,0.12390856881457049
2.0,0.5,122,0.4190912745645768,0.6523445401081441,23.1190809735164,0.12074950339662335
2.0,0.6,122,0.4190912745645768,0.6523445401081441,23.1190809735164,0.12074950339662335
2.0,0.7,126,0.4154410470952736,0.6556134603748781,23.074630653458414,0.11872476445118248
2.0,0.8,128,0.41477425274740654,0.6558815912700744,23.214876238020064,0.11905331980265024
2.0,0.9,129,0.41659770815246533,0.6531018680609831,23.138905369092324,0.12058835740675146
2.0,1.0,138,0.41572054594784397,0.6543629100711286,23.191582392224618,0.12075807340481226
2.0,1.1,138,0.41572054594784397,0.6543629100711286,23.191582392224618,0.12075807340481226
2.0,1.2,138,0.41572054594784397,0.6543629100711286,23.191582392224618,0.12075807340481226
2.0,1.3,138,0.41572054594784397,0.6543629100711286,23.191582392224618,0.12075807340481226
2.0,1.4,138,0.41572054594784397,0.6543629100711286,23.191582392224618,0.12075807340481226
2.0,1.5,139,0.4151278321880273,0.6550948140344702,23.281083122554264,0.12071623495395485
2.0,1.6,139,0.4151278321880273,0.6550948140344702,23.281083122554264,0.12071623495395485
2.0,1.7,139,0.4151278321880273,0.6550948140344702,23.281083122554264,0.12071623495395485
2.0,1.8,139,0.4151278321880273,0.6550948140344702,23.281083122554264,0.12071623495395485
2.0,1.9,139,0.4151278321880273,0.6550948140344702,23.281083122554264,0.12071623495395485
2.0,2.0,140,0.41573406195811285,0.6547012796485097,23.206626406372756,0.12046622103081435
3.0,0.1,81,0.43857505941059394,0.6379934325271842,22.214252005714837,0.1217470067909346
3.0,0.2,83,0.43969793553575204,0.6355217032293403,22.170148301512054,0.12346867295580942
3.0,0.3,97,0.43680418933421666,0.6361012665761693,22.3612238025078,0.12499312447486581
3.0,0.4,97,0.43680418933421666,0.6361012665761693,22.3612238025078,0.12499312447486581
3.0,0.5,125,0.42059262813457116,0.6521522546336809,23.234847932754462,0.12166693615904321
3.0,0.6,125,0.42059262813457116,0.6521522546336809,23.234847932754462,0.12166693615904321
3.0,0.7,129,0.4169807360771123,0.6553511158391561,23.18784166791526,0.11966083663830503
3.0,0.8,131,0.4163057051268019,0.6556171115922599,23.32314710909829,0.1199675766429892
3.0,0.9,132,0.41807611645159887,0.6529025675445708,23.248082616956193,0.12146080084063102
3.0,1.0,142,0.41606369737614185,0.6555016434646909,23.293455903320098,0.1210147530059564
3.0,1.1,142,0.41606369737614185,0.6555016434646909,23.293455903320098,0.1210147530059564
3.0,1.2,142,0.41606369737614185,0.6555016434646909,23.293455903320098,0.1210147530059564
3.0,1.3,142,0.41606369737614185,0.6555016434646909,23.293455903320098,0.1210147530059564
3.0,1.4,142,0.41606369737614185,0.6555016434646909,23.293455903320098,0.1210147530059564
3.0,1.5,143,0.41548516336185654,0.6562051114193126,23.379740714541956,0.12097228989917089
3.0,1.6,143,0.41548516336185654,0.6562051114193126,23.379740714541956,0.12097228989917089
3.0,1.7,143,0.41548516336185654,0.6562051114193126,23.379740714541956,0.12097228989917089
3.0,1.8,143,0.41548516336185654,0.6562051114193126,23.379740714541956,0.12097228989917089
3.0,1.9,143,0.41548516336185654,0.6562051114193126,23.379740714541956,0.12097228989917089
3.0,2.0,144,0.4160720719496214,0.6558147981455674,23.306667118310017,0.12072744264788697
4.0,0.1,81,0.43857505941059394,0.6379934325271842,22.214252005714837,0.1217470067909346
4.0,0.2,83,0.43969793553575204,0.6355217032293403,22.170148301512054,0.12346867295580942
4.0,0.3,97,0.43680418933421666,0.6361012665761693,22.3612238025078,0.12499312447486581
4.0,0.4,97,0.43680418933421666,0.6361012665761693,22.3612238025078,0.12499312447486581
4.0,0.5,125,0.42059262813457116,0.6521522546336809,23.234847932754462,0.12166693615904321
4.0,0.6,125,0.42059262813457116,0.6521522546336809,23.234847932754462,0.12166693615904321
4.0,0.7,129,0.4169807360771123,0.6553511158391561,23.18784166791526,0.11966083663830503
4.0,0.8,131,0.4163057051268019,0.6556171115922599,23.32314710909829,0.1199675766429892
4.0,0.9,132,0.41807611645159887,0.6529025675445708,23.248082616956193,0.12146080084063102
4.0,1.0,142,0.41606369737614185,0.6555016434646909,23.293455903320098,0.1210147530059564
4.0,1.1,142,0.41606369737614185,0.6555016434646909,23.293455903320098,0.1210147530059564
4.0,1.2,142,0.41606369737614185,0.6555016434646909,23.293455903320098,0.1210147530059564
4.0,1.3,142,0.41606369737614185,0.6555016434646909,23.293455903320098,0.1210147530059564
4.0,1.4,142,0.41606369737614185,0.6555016434646909,23.293455903320098,0.1210147530059564
4.0,1.5,143,0.41548516336185654,0.6562051114193126,23.379740714541956,0.12097228989917089
4.0,1.6,143,0.41548516336185654,0.6562051114193126,23.379740714541956,0.12097228989917089
4.0,1.7,143,0.41548516336185654,0.6562051114193126,23.379740714541956,0.12097228989917089
4.0,1.8,143,0.41548516336185654,0.6562051114193126,23.379740714541956,0.12097228989917089
4.0,1.9,143,0.41548516336185654,0.6562051114193126,23.379740714541956,0.12097228989917089
4.0,2.0,144,0.4160720719496214,0.6558147981455674,23.306667118310017,0.12072744264788697
5.0,0.1,84,0.43164182316180294,0.6451661024330712,22.51538013232218,0.119513510770949
5.0,0.2,86,0.43288676724186914,0.6426137899733873,22.465811949740253,0.12122706058169991
5.0,0.3,102,0.4290704196680393,0.6441881991809152,22.762838831654424,0.12264993884401303
5.0,0.4,103,0.42490468743825255,0.6476426826840133,22.708275902636974,0.12145916273873132
5.0,0.5,135,0.40759010285579234,0.6652983237334379,23.767545735775542,0.11769003265251325
5.0,0.6,136,0.4075342932759703,0.6657309679047692,23.793319129429594,0.11758860670577495
5.0,0.7,141,0.40366639994059267,0.6689743236272522,23.644525505534016,0.1152774429264849
5.0,0.8,144,0.4027015654273058,0.6697826741983004,23.825833117233977,0.11547042856655161
5.0,0.9,145,0.40440707187263475,0.6672138095300175,23.75403174502092,0.11686079230562164
5.0,1.0,157,0.4010506075723087,0.6712260867139487,23.95044089283436,0.11600210572482227
5.0,1.1,157,0.4010506075723087,0.6712260867139487,23.95044089283436,0.11600210572482227
5.0,1.2,157,0.4010506075723087,0.6712260867139487,23.95044089283436,0.11600210572482227
5.0,1.3,157,0.4010506075723087,0.6712260867139487,23.95044089283436,0.11600210572482227
5.0,1.4,157,0.4010506075723087,0.6712260867139487,23.95044089283436,0.11600210572482227
5.0,1.5,159,0.40187596680619997,0.6706829759438084,23.956520114469736,0.11609827716169308
5.0,1.6,159,0.40187596680619997,0.6706829759438084,23.956520114469736,0.11609827716169308
5.0,1.7,159,0.40187596680619997,0.6706829759438084,23.956520114469736,0.11609827716169308
5.0,1.8,159,0.40187596680619997,0.6706829759438084,23.956520114469736,0.11609827716169308
5.0,1.9,159,0.40187596680619997,0.6706829759438084,23.956520114469736,0.11609827716169308
5.0,2.0,160,0.4024892420136611,0.6702412073441597,23.88714900661144,0.11590837721514675
6.0,0.1,85,0.42926378049779723,0.6477867897962336,22.713037299191793,0.11881134075986796
6.0,0.2,87,0.43054908252324203,0.6452035685748643,22.6594950229184,0.12052133643511784
6.0,0.3,104,0.4284345288736666,0.6456398982325369,22.948631875371227,0.12270780945788959
6.0,0.4,105,0.4243542000272506,0.6490147563446078,22.893338782680623,0.12153916365352874
6.0,0.5,138,0.40688409721439567,0.6667001942300332,23.798413871404637,0.11721150083575917
6.0,0.6,141,0.4106465536231411,0.6636107490210784,23.682493753931524,0.11831107090077053
